,date,temp,sensedTemp,cover,windDirection,windSpeed,maxWindSpeed,cloudy%,rain,humidity%,snow
0,2021-11-22 15:00:00,4.0,0.0,Przelotne opady,NNW,11,13.0,75.0,0.5,67.0,
1,2021-11-22 16:00:00,4.0,1.0,Zachmurzenie duże,NNW,11,15.0,81.0,0.0,69.0,
2,2021-11-22 17:00:00,3.0,1.0,Przejściowe zachmurzenie,NNW,9,15.0,56.0,0.0,74.0,
3,2021-11-22 18:00:00,3.0,2.0,Zachmurzenie umiarkowane,NW,9,13.0,32.0,0.0,72.0,
4,2021-11-22 19:00:00,2.0,1.0,Zachmurzenie umiarkowane,WNW,7,11.0,46.0,0.0,73.0,
5,2021-11-22 20:00:00,2.0,0.0,Zachmurzenie umiarkowane,W,9,11.0,46.0,0.0,77.0,
6,2021-11-22 21:00:00,1.0,0.0,Zachmurzenie umiarkowane,WSW,9,13.0,46.0,0.0,82.0,
7,2021-11-22 22:00:00,1.0,-1.0,Przejściowe zachmurzenie,WSW,9,13.0,54.0,0.0,87.0,
8,2021-11-22 23:00:00,1.0,-1.0,Przejściowe zachmurzenie,SW,11,15.0,69.0,0.0,90.0,
9,2021-11-23 00:00:00,2.0,-1.0,Przejściowe zachmurzenie,SW,13,17.0,70.0,0.0,91.0,
10,2021-11-23 01:00:00,2.0,-2.0,Przejściowe zachmurzenie,SW,13,17.0,70.0,0.0,93.0,
11,2021-11-23 02:00:00,2.0,-1.0,Przejściowe zachmurzenie,SW,15,18.0,70.0,0.0,94.0,
12,2021-11-23 03:00:00,3.0,-1.0,Przejściowe zachmurzenie,WSW,15,18.0,70.0,0.0,93.0,
13,2021-11-23 04:00:00,4.0,0.0,Przejściowe zachmurzenie,WSW,15,20.0,70.0,0.0,95.0,
14,2021-11-23 05:00:00,4.0,0.0,Przejściowe zachmurzenie,WSW,15,18.0,70.0,0.0,97.0,
15,2021-11-23 06:00:00,4.0,0.0,Przejściowe zachmurzenie,WSW,13,18.0,70.0,0.0,99.0,
16,2021-11-23 07:00:00,4.0,1.0,Zachmurzenie umiarkowane,W,13,18.0,45.0,0.0,99.0,
17,2021-11-23 08:00:00,6.0,4.0,Częściowo słonecznie,W,13,17.0,45.0,0.0,86.0,
18,2021-11-23 09:00:00,7.0,3.0,Częściowo słonecznie z przelotnymi opadami,W,13,17.0,45.0,1.3,83.0,
19,2021-11-23 10:00:00,7.0,6.0,Częściowo słonecznie,W,11,17.0,45.0,0.0,80.0,
20,2021-11-23 11:00:00,8.0,6.0,Częściowo słonecznie,W,13,17.0,45.0,0.0,76.0,
21,2021-11-23 12:00:00,9.0,7.0,Częściowo słonecznie,W,13,17.0,45.0,0.0,69.0,
22,2021-11-23 13:00:00,8.0,4.0,Przelotne opady,W,13,18.0,87.0,0.5,71.0,
23,2021-11-23 14:00:00,8.0,5.0,Zachmurzenie duże,W,13,18.0,88.0,0.0,71.0,
24,2021-11-23 15:00:00,8.0,5.0,Zachmurzenie duże,W,13,18.0,89.0,0.0,74.0,
25,2021-11-23 16:00:00,7.0,4.0,Pochmurno,W,13,17.0,90.0,0.0,78.0,
26,2021-11-23 17:00:00,7.0,4.0,Zachmurzenie duże,WSW,13,18.0,89.0,0.0,85.0,
27,2021-11-23 18:00:00,7.0,4.0,Zachmurzenie duże,WSW,15,18.0,88.0,0.0,81.0,
28,2021-11-23 19:00:00,7.0,2.0,Przelotne opady,WSW,15,20.0,87.0,0.5,79.0,
