,id_stacji,stacja,data_pomiaru,godzina_pomiaru,temperatura,predkosc_wiatru,kierunek_wiatru,wilgotnosc_wzgledna,suma_opadu,cisnienie
0,12295,Białystok,2021-11-20,19,8.7,3,240,92.1,0.3,1008.5
1,12600,"""Bielsko Biała""",2021-11-20,19,8.4,5,220,85.9,1.3,1019.3
2,12235,Chojnice,2021-11-20,19,9.3,5,270,86.0,2.2,1011.1
3,12550,Częstochowa,2021-11-20,18,8.7,2,220,88.9,2.5,1018.1
4,12160,Elbląg,2021-11-20,19,8.6,6,250,94.0,4.9,1008.5
5,12155,Gdańsk,2021-11-20,19,10.2,6,260,87.8,0.2,1008.4
6,12300,Gorzów,2021-11-20,19,9.9,4,250,86.6,0.01,1014.5
7,12135,Hel,2021-11-20,18,10.2,8,270,90.9,0.9,1008.2
8,12500,"""Jelenia Góra""",2021-11-20,19,7.5,4,320,84.0,0.2,1018.3
9,12435,Kalisz,2021-11-20,19,9.3,7,230,89.6,0,1015.7
10,12650,"""Kasprowy Wierch""",2021-11-20,19,1,5,260,79.0,7.2,
11,12560,Katowice,2021-11-20,18,8.8,3,220,87.7,5.2,1019.1
12,12185,Kętrzyn,2021-11-20,19,9.8,8,270,89.6,0.4,1007
13,12570,Kielce,2021-11-20,19,8.6,5,240,94.7,2.7,1016.7
14,12520,Kłodzko,2021-11-20,19,8.4,4,260,84.1,0.4,1018.8
15,12345,Koło,2021-11-20,18,10.1,7,260,82.6,0.2,1014.5
16,12100,Kołobrzeg,2021-11-20,19,10.9,5,250,75.5,0,1010.6
17,12105,Koszalin,2021-11-20,19,10.5,5,240,77.6,0,1010.4
18,12488,Kozienice,2021-11-20,19,9.6,3,260,92.8,1.5,1014.3
19,12566,Kraków,2021-11-20,19,9.3,6,240,86.6,0.6,1018.5
20,12670,Krosno,2021-11-20,19,8.8,3,260,79.6,18.7,1018.4
21,12415,Legnica,2021-11-20,19,10.1,5,250,68.8,0.01,1017.5
22,12690,Lesko,2021-11-20,19,8.4,4,210,79.0,6.8,1018.5
23,12418,Leszno,2021-11-20,19,9.7,5,240,83.7,0.01,1016.4
24,12125,Lębork,2021-11-20,19,10.1,7,260,86.0,1.4,1008.4
25,12495,Lublin,2021-11-20,19,9.3,4,260,86.0,1.8,1014.6
26,12120,Łeba,2021-11-20,19,10.2,11,260,86.1,0.1,1008.2
27,12465,Łódź,2021-11-20,19,9.2,7,260,94.7,1.7,1015.1
28,12280,Mikołajki,2021-11-20,19,10.1,6,250,86.6,0.1,1007.4
29,12270,Mława,2021-11-20,19,9.5,7,250,87.8,0.2,1010.8
30,12660,"""Nowy Sącz""",2021-11-20,19,8.9,3,210,81.8,3.9,1018.7
31,12272,Olsztyn,2021-11-20,19,10.3,4,260,83.7,1.3,1008.7
32,12530,Opole,2021-11-20,19,10,3,250,77.5,0.6,1018.3
33,12285,Ostrołęka,2021-11-20,18,10.2,4,250,82.0,0.7,1010.2
34,12230,Piła,2021-11-20,19,10.5,3,240,79.8,0.8,1012.8
35,12001,Platforma,2021-11-20,19,8.6,17,260,83.5,0,1004.3
36,12360,Płock,2021-11-20,19,10.3,8,250,84.9,0.5,1012.3
37,12330,Poznań,2021-11-20,19,10.1,5,250,84.9,0.1,1014.9
38,12695,Przemyśl,2021-11-20,19,9.3,4,99,84.8,8.9,1017.6
39,12540,Racibórz,2021-11-20,19,7.9,3,230,87.0,0.6,1019
40,12210,Resko,2021-11-20,19,10.5,5,230,75.0,0.1,1011.6
41,12580,Rzeszów,2021-11-20,19,9.5,6,240,83.6,3.8,1017.6
42,12585,Sandomierz,2021-11-20,19,9.5,4,250,86.6,0.7,1016.2
43,12385,Siedlce,2021-11-20,19,10,4,260,84.9,1.5,1012.2
44,12310,Słubice,2021-11-20,19,10.6,5,250,71.9,0.01,1015.9
45,12469,Sulejów,2021-11-20,19,9.3,6,240,92.1,0.6,1015.6
46,12195,Suwałki,2021-11-20,19,7.3,4,230,97.9,1.1,1005.7
47,12205,Szczecin,2021-11-20,19,10.8,6,230,77.7,0.01,1012.9
48,12215,Szczecinek,2021-11-20,19,9.7,5,260,80.8,3.2,1011.3
49,12510,Śnieżka,2021-11-20,19,0.5,16,290,97.1,0.6,
50,12200,Świnoujście,2021-11-20,18,10.9,5,240,75.5,0,1012.6
51,12575,Tarnów,2021-11-20,19,9.1,1,220,85.9,2.1,1018
52,12399,Terespol,2021-11-20,19,9.6,4,250,84.8,0.4,1011.7
53,12250,Toruń,2021-11-20,19,10.4,4,240,86.7,0.01,1012.1
54,12115,Ustka,2021-11-20,19,10.5,9,250,82.0,0.01,1008.7
55,12375,Warszawa,2021-11-20,19,10,5,250,86.0,1.4,1012.8
56,12455,Wieluń,2021-11-20,19,9.1,5,270,87.8,1.3,1016.9
57,12497,Włodawa,2021-11-20,19,9.6,6,250,79.7,1.5,1012.8
58,12424,Wrocław,2021-11-20,19,10.1,4,260,73.9,0.01,1017.6
59,12625,Zakopane,2021-11-20,19,2.2,1,200,93.7,0.4,
60,12595,Zamość,2021-11-20,19,9.1,8,250,85.9,1.6,1015.4
61,12400,"""Zielona Góra""",2021-11-20,19,8.9,3,240,84.7,0.01,1016.6
