,id_stacji,stacja,data_pomiaru,godzina_pomiaru,temperatura,predkosc_wiatru,kierunek_wiatru,wilgotnosc_wzgledna,suma_opadu,cisnienie
0,12295,Białystok,2021-11-17,18,0.4,3,190,99.3,0,1020.2
1,12600,"""Bielsko Biała""",2021-11-17,18,5.4,1,260,82.0,0,1022.5
2,12235,Chojnice,2021-11-17,18,3.4,6,230,93.8,0.1,1016.5
3,12550,Częstochowa,2021-11-17,18,5.3,2,200,83.8,0,1021.5
4,12160,Elbląg,2021-11-17,18,3.4,7,230,91.8,0.1,1015.9
5,12155,Gdańsk,2021-11-17,18,4.4,3,230,93.2,0.01,1015.5
6,12300,Gorzów,2021-11-17,18,5.2,3,240,86.8,0.01,1018.8
7,12135,Hel,2021-11-17,18,5.2,6,260,82.0,0,1015
8,12500,"""Jelenia Góra""",2021-11-17,18,5.1,4,330,83.7,0,1021.7
9,12435,Kalisz,2021-11-17,18,5.3,3,220,91.9,0,1020.2
10,12650,"""Kasprowy Wierch""",2021-11-17,18,1.9,6,210,69.7,0,
11,12560,Katowice,2021-11-17,18,5.3,4,230,85.0,0,1022.3
12,12185,Kętrzyn,2021-11-17,18,4.9,5,180,91.2,0.01,1016.5
13,12570,Kielce,2021-11-17,18,1.8,1,160,97.9,0.01,1022.4
14,12520,Kłodzko,2021-11-17,18,4.9,4,250,79.6,0,1022.3
15,12345,Koło,2021-11-17,18,5.6,4,230,83.2,0,1019.2
16,12100,Kołobrzeg,2021-11-17,18,5.1,4,210,100.0,0.01,1015.1
17,12105,Koszalin,2021-11-17,18,4.5,4,210,95.2,0.01,1015.3
18,12488,Kozienice,2021-11-17,18,2.8,2,200,97.9,0,1021.1
19,12566,Kraków,2021-11-17,18,5.4,1,360,88.7,0,1022.4
20,12670,Krosno,2021-11-17,18,2.9,3,190,89.8,0,1023
21,12415,Legnica,2021-11-17,18,6.5,5,250,81.6,0,1021.2
22,12690,Lesko,2021-11-17,18,3.4,1,150,76.5,0,1023
23,12418,Leszno,2021-11-17,18,5.6,4,240,88.1,0,1020.4
24,12125,Lębork,2021-11-17,18,4,2,210,89.9,0,1014.6
25,12495,Lublin,2021-11-17,18,1,2,190,99.3,0,1022.1
26,12120,Łeba,2021-11-17,18,4.2,7,220,83.6,0.01,1014.2
27,12465,Łódź,2021-11-17,18,6.3,2,220,86.9,0,1020.1
28,12280,Mikołajki,2021-11-17,18,4.9,5,170,91.2,0.01,1017.4
29,12270,Mława,2021-11-17,18,4.9,4,220,91.9,0.01,1018.2
30,12660,"""Nowy Sącz""",2021-11-17,18,5.6,0,0,83.8,0.01,1022.4
31,12272,Olsztyn,2021-11-17,18,5.2,3,190,91.9,0.01,1016.7
32,12530,Opole,2021-11-17,18,6.6,1,230,77.0,0,1021.6
33,12285,Ostrołęka,2021-11-17,18,3.8,2,180,90.5,0,1018.8
34,12230,Piła,2021-11-17,18,4.7,3,220,86.8,0,1017.2
35,12001,Platforma,2021-11-17,18,5.6,12,240,78.6,0,1012.5
36,12360,Płock,2021-11-17,18,5.5,4,230,90.0,0,1018.9
37,12330,Poznań,2021-11-17,18,5.1,4,240,86.8,0,1019
38,12695,Przemyśl,2021-11-17,18,0.2,2,260,97.1,0,1023.5
39,12540,Racibórz,2021-11-17,18,5.7,6,200,79.7,0,1022.2
40,12210,Resko,2021-11-17,18,4.9,5,220,93.2,0,1016.3
41,12580,Rzeszów,2021-11-17,18,0.4,2,110,97.8,0,1023.2
42,12585,Sandomierz,2021-11-17,18,1.4,2,170,97.9,0.01,1022.5
43,12385,Siedlce,2021-11-17,18,2,3,180,99.3,0,1020.7
44,12310,Słubice,2021-11-17,18,5.8,5,230,80.9,0,1019.6
45,12469,Sulejów,2021-11-17,18,6,4,210,86.9,0.01,1020.7
46,12195,Suwałki,2021-11-17,18,2.6,3,180,97.2,0.01,1018.1
47,12205,Szczecin,2021-11-17,18,6.1,4,220,90.0,0.01,1017.1
48,12215,Szczecinek,2021-11-17,18,3.9,4,99,,0,1016.4
49,12510,Śnieżka,2021-11-17,18,-2.5,13,300,99.3,0.3,
50,12200,Świnoujście,2021-11-17,18,6.6,4,240,92.0,0,1015.9
51,12575,Tarnów,2021-11-17,18,3.8,1,120,93.8,0.01,1022.7
52,12399,Terespol,2021-11-17,18,1.2,2,160,97.8,0,1021.5
53,12250,Toruń,2021-11-17,18,5.2,5,230,86.8,0.01,1018.1
54,12115,Ustka,2021-11-17,18,4.4,5,220,88.0,0.01,1014.5
55,12375,Warszawa,2021-11-17,18,3.7,2,160,95.1,0,1020
56,12455,Wieluń,2021-11-17,18,6,1,230,86.9,0,1020.8
57,12497,Włodawa,2021-11-17,18,2.7,4,230,97.9,0,1021.9
58,12424,Wrocław,2021-11-17,18,6.5,2,290,81.6,0,1021
59,12625,Zakopane,2021-11-17,18,2.5,0,0,89.1,0,
60,12595,Zamość,2021-11-17,18,2.3,2,280,93.7,0,1022.7
61,12400,"""Zielona Góra""",2021-11-17,18,4.3,4,230,88.0,0.01,1020
