,id_stacji,stacja,data_pomiaru,godzina_pomiaru,temperatura,predkosc_wiatru,kierunek_wiatru,wilgotnosc_wzgledna,suma_opadu,cisnienie
0,12295,Białystok,2021-11-14,12,4,2,80,97.2,0,1025.4
1,12600,"""Bielsko Biała""",2021-11-14,12,4.8,1,310,86.1,0.1,1024.3
2,12235,Chojnice,2021-11-14,12,6.2,4,50,77.0,0.01,1026.4
3,12550,Częstochowa,2021-11-14,12,5.7,2,160,74.7,0,1024.1
4,12160,Elbląg,2021-11-14,12,4.9,4,40,91.2,0,1026.5
5,12155,Gdańsk,2021-11-14,12,7.5,4,50,82.8,0,1026.6
6,12300,Gorzów,2021-11-14,12,5.2,2,90,95.2,0.3,1025.8
7,12135,Hel,2021-11-14,12,8.1,4,70,82.9,0,1026.9
8,12500,"""Jelenia Góra""",2021-11-14,12,7.2,2,320,88.8,0,1023.9
9,12435,Kalisz,2021-11-14,12,2.3,3,40,100.0,0,1025
10,12650,"""Kasprowy Wierch""",2021-11-14,12,4.1,4,200,77.7,0,
11,12560,Katowice,2021-11-14,12,5.3,2,120,82.6,0.01,1024.3
12,12185,Kętrzyn,2021-11-14,12,4.8,2,60,95.9,0.01,1026.4
13,12570,Kielce,2021-11-14,12,5.7,1,290,80.9,0.01,1024.4
14,12520,Kłodzko,2021-11-14,12,5.6,1,150,85.6,0,1023.9
15,12345,Koło,2021-11-14,11,5,1,99,92.5,0,1024.6
16,12100,Kołobrzeg,2021-11-14,12,8.1,4,140,75.6,0,1026.7
17,12105,Koszalin,2021-11-14,12,8,1,80,74.6,0.01,1026.8
18,12488,Kozienice,2021-11-14,12,4,2,260,93.8,0.01,1024.6
19,12566,Kraków,2021-11-14,12,6.1,2,70,83.9,0,1024.4
20,12670,Krosno,2021-11-14,12,8.1,1,150,69.9,0,1023.4
21,12415,Legnica,2021-11-14,12,7.8,2,20,82.9,0,1023.9
22,12690,Lesko,2021-11-14,12,7.2,2,300,64.9,0,1023.4
23,12418,Leszno,2021-11-14,12,2,3,30,97.2,0,1025.1
24,12125,Lębork,2021-11-14,12,7.7,3,60,82.9,0,1026.8
25,12495,Lublin,2021-11-14,12,3.7,2,310,91.1,0,1024.6
26,12120,Łeba,2021-11-14,12,8.1,4,80,80.0,0.01,1027.2
27,12465,Łódź,2021-11-14,12,4.2,1,160,95.2,0,1024.6
28,12280,Mikołajki,2021-11-14,12,4.4,3,40,97.9,0.01,1026.3
29,12270,Mława,2021-11-14,12,4.8,2,60,86.8,0.01,1025.4
30,12660,"""Nowy Sącz""",2021-11-14,12,6,2,320,88.1,0,1024.1
31,12272,Olsztyn,2021-11-14,12,5.6,2,50,88.7,0.01,1025.9
32,12530,Opole,2021-11-14,12,6.2,1,70,80.9,0,1023.9
33,12285,Ostrołęka,2021-11-14,11,3.9,2,99,91.8,0,1024.9
34,12230,Piła,2021-11-14,12,6.2,2,40,85.7,0,1026
35,12001,Platforma,2021-11-14,12,6.3,8,50,78.7,0,1028
36,12360,Płock,2021-11-14,12,5.7,2,70,82.0,0,1024.8
37,12330,Poznań,2021-11-14,12,3.8,2,70,100.0,0,1025.5
38,12695,Przemyśl,2021-11-14,12,5.9,2,99,83.2,0,1024.3
39,12540,Racibórz,2021-11-14,12,6.4,0,0,77.0,0,1023.8
40,12210,Resko,2021-11-14,12,6.8,3,70,81.0,0,1026.4
41,12580,Rzeszów,2021-11-14,12,7.7,1,20,74.0,0,1023.9
42,12585,Sandomierz,2021-11-14,12,5.2,1,360,83.8,0.01,1024.4
43,12385,Siedlce,2021-11-14,12,3.9,1,100,91.1,0.01,1024.7
44,12310,Słubice,2021-11-14,12,5.9,2,340,95.2,0.01,1025.2
45,12469,Sulejów,2021-11-14,12,2.6,2,310,100.0,0.01,1025
46,12195,Suwałki,2021-11-14,12,3.3,4,70,97.2,0.01,1027.1
47,12205,Szczecin,2021-11-14,12,7.3,2,40,84.6,0,1026.1
48,12215,Szczecinek,2021-11-14,12,6.3,2,99,91.3,0,1026.4
49,12510,Śnieżka,2021-11-14,12,1.3,11,10,100.0,0.2,
50,12200,Świnoujście,2021-11-14,12,8.3,7,80,73.6,0,1026.6
51,12575,Tarnów,2021-11-14,12,6.7,1,50,78.7,0,1024.4
52,12399,Terespol,2021-11-14,12,4.5,1,120,93.8,0,1024.7
53,12250,Toruń,2021-11-14,12,7,2,350,85.8,0,1025.3
54,12115,Ustka,2021-11-14,12,8.1,3,80,78.9,0,1027
55,12375,Warszawa,2021-11-14,12,4.4,1,80,88.6,0,1024.5
56,12455,Wieluń,2021-11-14,12,6.6,2,40,77.0,0,1024.1
57,12497,Włodawa,2021-11-14,12,4.2,1,340,91.8,0,1024.6
58,12424,Wrocław,2021-11-14,12,6.1,2,60,79.8,0,1024
59,12625,Zakopane,2021-11-14,12,4.9,2,40,83.7,0,
60,12595,Zamość,2021-11-14,12,5.9,3,330,85.6,0.01,1024.2
61,12400,"""Zielona Góra""",2021-11-14,12,5.4,1,360,93.9,0.01,1024.6
