,id_stacji,stacja,data_pomiaru,godzina_pomiaru,temperatura,predkosc_wiatru,kierunek_wiatru,wilgotnosc_wzgledna,suma_opadu,cisnienie
0,12295,Białystok,2021-11-14,20,3.9,3,70,91.8,0,1030.7
1,12600,"""Bielsko Biała""",2021-11-14,20,4.3,2,50,99.3,0.1,1027.6
2,12235,Chojnice,2021-11-14,20,4.9,4,60,83.7,0.01,1031.1
3,12550,Częstochowa,2021-11-14,20,4,1,80,93.1,0,1028.3
4,12160,Elbląg,2021-11-14,20,3.8,3,80,89.8,0,1031.6
5,12155,Gdańsk,2021-11-14,20,5.7,4,90,80.9,0,1031.6
6,12300,Gorzów,2021-11-14,20,5.3,1,30,88.7,0.3,1029.8
7,12135,Hel,2021-11-14,20,7,4,90,78.8,0,1031.9
8,12500,"""Jelenia Góra""",2021-11-14,20,4.3,4,90,88.6,0,1028.2
9,12435,Kalisz,2021-11-14,20,4.3,1,50,99.3,0,1028.8
10,12650,"""Kasprowy Wierch""",2021-11-14,20,2.6,3,180,78.7,0,
11,12560,Katowice,2021-11-14,20,5,2,70,84.9,0.01,1027.6
12,12185,Kętrzyn,2021-11-14,20,4.3,2,50,91.2,0.01,1031.5
13,12570,Kielce,2021-11-14,20,3.7,1,130,91.1,0.01,1028.6
14,12520,Kłodzko,2021-11-14,20,4.3,1,30,86.7,0,1028
15,12345,Koło,2021-11-14,20,4.7,3,50,89.9,0,1029.5
16,12100,Kołobrzeg,2021-11-14,20,7.8,3,100,69.9,0,1030.8
17,12105,Koszalin,2021-11-14,20,7.3,2,60,73.9,0.01,1031
18,12488,Kozienice,2021-11-14,20,4,1,40,89.9,0.01,1028.9
19,12566,Kraków,2021-11-14,20,5.3,3,70,93.2,0,1028
20,12670,Krosno,2021-11-14,20,5.1,1,50,85.6,0,1027.8
21,12415,Legnica,2021-11-14,20,2.3,1,30,97.9,0,1029.1
22,12690,Lesko,2021-11-14,20,2.7,1,320,91.7,0,1028.2
23,12418,Leszno,2021-11-14,20,3.6,1,270,95.1,0,1029.3
24,12125,Lębork,2021-11-14,20,7.1,4,80,81.6,0,1031.2
25,12495,Lublin,2021-11-14,20,2.8,1,120,91.1,0,1028.9
26,12120,Łeba,2021-11-14,20,7.4,4,100,80.0,0.01,1031.5
27,12465,Łódź,2021-11-14,20,4.3,2,80,97.2,0,1028.9
28,12280,Mikołajki,2021-11-14,20,4,3,40,93.8,0.01,1031.4
29,12270,Mława,2021-11-14,20,4.6,3,70,86.7,0.01,1030.4
30,12660,"""Nowy Sącz""",2021-11-14,20,5.3,1,30,90.6,0,1027.9
31,12272,Olsztyn,2021-11-14,20,4.6,3,60,91.2,0.01,1031.1
32,12530,Opole,2021-11-14,20,5.1,2,360,88.7,0,1028
33,12285,Ostrołęka,2021-11-14,20,4.8,3,99,87.4,0,1030.5
34,12230,Piła,2021-11-14,20,6.1,2,70,83.9,0,1030.1
35,12001,Platforma,2021-11-14,20,5.4,8,60,78.5,0,1032.7
36,12360,Płock,2021-11-14,20,4.1,4,60,88.6,0,1029.9
37,12330,Poznań,2021-11-14,20,5.5,2,50,88.7,0,1029.4
38,12695,Przemyśl,2021-11-14,20,4.6,1,99,89.3,0,1028.2
39,12540,Racibórz,2021-11-14,20,5.3,2,360,88.7,0,1027.5
40,12210,Resko,2021-11-14,20,6.6,1,70,78.7,0,1030.4
41,12580,Rzeszów,2021-11-14,20,4.6,2,20,86.1,0,1028.2
42,12585,Sandomierz,2021-11-14,20,3.8,2,50,87.9,0.01,1028.8
43,12385,Siedlce,2021-11-14,20,4,1,60,97.9,0.01,1029.4
44,12310,Słubice,2021-11-14,20,4.8,1,30,88.6,0.01,1029.5
45,12469,Sulejów,2021-11-14,20,3,1,300,100.0,0.01,1028.8
46,12195,Suwałki,2021-11-14,20,3.2,4,50,97.9,0.01,1032
47,12205,Szczecin,2021-11-14,20,6.7,1,70,82.7,0,1030.2
48,12215,Szczecinek,2021-11-14,20,5.6,3,99,93.9,0,1030.7
49,12510,Śnieżka,2021-11-14,20,0.2,7,100,64.8,0.2,
50,12200,Świnoujście,2021-11-14,20,7.7,4,100,77.8,0,1030.7
51,12575,Tarnów,2021-11-14,20,5,1,80,84.9,0,1028.2
52,12399,Terespol,2021-11-14,20,4.8,3,60,93.8,0,1029.5
53,12250,Toruń,2021-11-14,20,5.4,2,70,91.9,0,1030.2
54,12115,Ustka,2021-11-14,20,7.5,4,90,74.0,0,1031.3
55,12375,Warszawa,2021-11-14,20,4.2,3,80,91.8,0,1029.3
56,12455,Wieluń,2021-11-14,20,3.2,1,20,97.9,0,1028.6
57,12497,Włodawa,2021-11-14,20,3.5,2,320,95.8,0,1029.1
58,12424,Wrocław,2021-11-14,20,3,2,20,93.1,0,1028.7
59,12625,Zakopane,2021-11-14,20,0.2,1,120,99.3,0,
60,12595,Zamość,2021-11-14,20,3.1,3,340,95.1,0.01,1028.9
61,12400,"""Zielona Góra""",2021-11-14,20,2.9,1,70,99.3,0.01,1029.3
