,id_stacji,stacja,data_pomiaru,godzina_pomiaru,temperatura,predkosc_wiatru,kierunek_wiatru,wilgotnosc_wzgledna,suma_opadu,cisnienie
0,12295,Białystok,2021-11-13,8,3.4,2,140,99.3,0,1023.3
1,12600,"""Bielsko Biała""",2021-11-13,8,0.4,1,60,100.0,0,1020.3
2,12235,Chojnice,2021-11-13,8,4.9,5,140,93.8,0.01,1017.8
3,12550,Częstochowa,2021-11-13,8,2.5,2,120,97.2,0,1019.8
4,12160,Elbląg,2021-11-13,8,3.7,5,140,99.3,0,1019.6
5,12155,Gdańsk,2021-11-13,8,5.1,6,130,97.2,0,1018.7
6,12300,Gorzów,2021-11-13,8,6,3,160,90.0,0,1016.2
7,12135,Hel,2021-11-13,8,6.1,6,150,93.2,0,1019.1
8,12500,"""Jelenia Góra""",2021-11-13,8,0.4,1,170,99.3,0,1017.8
9,12435,Kalisz,2021-11-13,8,4.3,3,120,91.8,0,1017.9
10,12650,"""Kasprowy Wierch""",2021-11-13,8,3.8,9,160,39.6,0,
11,12560,Katowice,2021-11-13,8,3.3,2,100,97.2,0,1019.9
12,12185,Kętrzyn,2021-11-13,8,3.6,6,140,99.3,0,1021.6
13,12570,Kielce,2021-11-13,8,2.4,2,100,97.9,0,1020.6
14,12520,Kłodzko,2021-11-13,8,5.9,2,200,73.7,0,1018.4
15,12345,Koło,2021-11-13,8,4.5,4,99,88.0,0,1019
16,12100,Kołobrzeg,2021-11-13,8,6,4,170,85.7,0,1016.2
17,12105,Koszalin,2021-11-13,8,5.9,4,160,88.1,0,1016.5
18,12488,Kozienice,2021-11-13,8,6.8,2,110,90.7,0.2,1020.9
19,12566,Kraków,2021-11-13,8,3.2,3,40,97.9,0,1020.1
20,12670,Krosno,2021-11-13,8,6.5,3,100,60.6,0.1,1020
21,12415,Legnica,2021-11-13,8,1.8,0,0,97.9,0,1017
22,12690,Lesko,2021-11-13,8,2.3,1,140,81.6,0.01,1021.4
23,12418,Leszno,2021-11-13,8,4.1,2,140,93.8,0,1017.1
24,12125,Lębork,2021-11-13,8,6.8,4,140,90.7,0,1017
25,12495,Lublin,2021-11-13,8,5.6,4,140,97.2,0.2,1021.3
26,12120,Łeba,2021-11-13,8,6.6,3,130,93.9,0,1017.1
27,12465,Łódź,2021-11-13,8,4,3,130,100.0,0.01,1019.4
28,12280,Mikołajki,2021-11-13,8,3.2,4,130,100.0,0,1022.5
29,12270,Mława,2021-11-13,8,5.5,5,130,97.9,0,1020.3
30,12660,"""Nowy Sącz""",2021-11-13,8,2.6,1,80,100.0,0,1019.8
31,12272,Olsztyn,2021-11-13,8,3.8,4,120,100.0,0,1020.9
32,12530,Opole,2021-11-13,8,5,3,140,83.7,0,1018
33,12285,Ostrołęka,2021-11-13,8,3.5,2,99,97.9,0,1022.4
34,12230,Piła,2021-11-13,8,5,2,130,95.9,0,1017
35,12001,Platforma,2021-11-13,8,6.6,12,140,85.7,0,1018.3
36,12360,Płock,2021-11-13,8,5.8,5,140,90.0,0,1019.3
37,12330,Poznań,2021-11-13,8,5.4,4,130,90.6,0,1017.1
38,12695,Przemyśl,2021-11-13,8,-0.2,1,99,97.8,0,1022.5
39,12540,Racibórz,2021-11-13,8,2.6,4,140,97.2,0,1019.1
40,12210,Resko,2021-11-13,8,5.4,4,150,90.0,0,1016.2
41,12580,Rzeszów,2021-11-13,8,1.5,4,80,97.9,0,1021.2
42,12585,Sandomierz,2021-11-13,8,3.1,3,120,97.9,0,1021
43,12385,Siedlce,2021-11-13,8,6.3,4,120,91.9,0.01,1021.8
44,12310,Słubice,2021-11-13,8,4.7,3,160,91.2,0,1015.8
45,12469,Sulejów,2021-11-13,8,3.3,3,130,99.3,0.01,1020.2
46,12195,Suwałki,2021-11-13,8,2.1,2,100,99.3,0,1023.8
47,12205,Szczecin,2021-11-13,8,6.3,3,160,85.1,0,1015.6
48,12215,Szczecinek,2021-11-13,8,4.4,6,160,,0,1017.2
49,12510,Śnieżka,2021-11-13,8,7.7,1,10,52.6,0,
50,12200,Świnoujście,2021-11-13,8,6.1,3,190,83.9,0,1015.1
51,12575,Tarnów,2021-11-13,8,3.4,1,120,91.1,0,1020.2
52,12399,Terespol,2021-11-13,8,4.8,4,120,99.3,0.01,1023.5
53,12250,Toruń,2021-11-13,8,6.1,4,130,88.1,0,1018.3
54,12115,Ustka,2021-11-13,8,7.2,3,150,87.0,0,1016.3
55,12375,Warszawa,2021-11-13,8,6.4,5,110,92.0,0,1020.5
56,12455,Wieluń,2021-11-13,8,4.1,3,130,91.8,0.1,1018.7
57,12497,Włodawa,2021-11-13,8,4.8,5,130,95.2,0.01,1023.2
58,12424,Wrocław,2021-11-13,8,4.8,3,140,88.6,0,1017.4
59,12625,Zakopane,2021-11-13,8,4,1,250,95.8,0,
60,12595,Zamość,2021-11-13,8,5.4,5,120,97.2,0,1022.3
61,12400,"""Zielona Góra""",2021-11-13,8,3.7,3,160,95.8,0,1016.5
