,id_stacji,stacja,data_pomiaru,godzina_pomiaru,temperatura,predkosc_wiatru,kierunek_wiatru,wilgotnosc_wzgledna,suma_opadu,cisnienie
0,12295,Białystok,2021-11-18,10,6.3,3,260,85.7,0.01,1018.5
1,12600,"""Bielsko Biała""",2021-11-18,10,6.2,5,230,78.7,0.01,1027.5
2,12235,Chojnice,2021-11-18,10,6.4,7,260,83.9,0.3,1019.5
3,12550,Częstochowa,2021-11-18,10,6.2,2,260,78.7,0.01,1025.6
4,12160,Elbląg,2021-11-18,10,6.1,8,240,85.1,0.6,1017.1
5,12155,Gdańsk,2021-11-18,10,6.9,7,240,83.9,0.01,1017
6,12300,Gorzów,2021-11-18,10,7.6,4,260,85.8,0.01,1023.5
7,12135,Hel,2021-11-18,10,7.6,7,260,92.0,0.4,1016.1
8,12500,"""Jelenia Góra""",2021-11-18,10,7.9,5,290,75.6,0.01,1027
9,12435,Kalisz,2021-11-18,10,7.2,6,250,82.8,0.01,1023.8
10,12650,"""Kasprowy Wierch""",2021-11-18,10,-5.8,2,310,94.0,0.2,
11,12560,Katowice,2021-11-18,10,6.5,4,240,78.7,0.1,1026.7
12,12185,Kętrzyn,2021-11-18,10,7.1,8,260,78.8,0.01,1016.5
13,12570,Kielce,2021-11-18,10,5.8,3,260,90.0,0.01,1024.6
14,12520,Kłodzko,2021-11-18,10,6.3,7,270,77.0,0.01,1027.9
15,12345,Koło,2021-11-18,10,7.3,7,260,77.7,0,1022.3
16,12100,Kołobrzeg,2021-11-18,10,8.1,6,260,87.1,0.2,1019.6
17,12105,Koszalin,2021-11-18,10,7.5,5,250,87.0,1.2,1019.4
18,12488,Kozienice,2021-11-18,10,7.4,3,260,81.7,0.01,1022.3
19,12566,Kraków,2021-11-18,10,7.1,6,250,82.8,0.1,1026.6
20,12670,Krosno,2021-11-18,10,6.7,4,280,76.5,0.01,1025.3
21,12415,Legnica,2021-11-18,10,8.8,7,260,74.7,0.2,1025.7
22,12690,Lesko,2021-11-18,10,4.4,3,270,93.2,0.01,1025.8
23,12418,Leszno,2021-11-18,10,7.5,6,260,81.7,0.01,1024.8
24,12125,Lębork,2021-11-18,10,6.8,5,250,97.3,4.3,1016.8
25,12495,Lublin,2021-11-18,10,6.1,5,280,86.9,0.1,1022.7
26,12120,Łeba,2021-11-18,10,9.2,8,280,80.7,0.8,1016.3
27,12465,Łódź,2021-11-18,10,6.5,6,260,85.7,0.01,1023.2
28,12280,Mikołajki,2021-11-18,10,6.9,6,260,79.9,0.01,1017.5
29,12270,Mława,2021-11-18,10,6.6,6,260,81.6,0.01,1019.8
30,12660,"""Nowy Sącz""",2021-11-18,10,7.5,6,270,69.8,0.01,1026.2
31,12272,Olsztyn,2021-11-18,10,6.7,4,240,79.9,0.7,1017.9
32,12530,Opole,2021-11-18,10,8,4,280,73.5,0.2,1026.4
33,12285,Ostrołęka,2021-11-18,10,7.1,4,260,77.1,0,1019.4
34,12230,Piła,2021-11-18,10,7.5,4,250,82.8,0.4,1021.6
35,12001,Platforma,2021-11-18,10,7.2,13,280,79.9,0,1013.9
36,12360,Płock,2021-11-18,10,7.1,5,260,81.6,0.4,1021.2
37,12330,Poznań,2021-11-18,10,7.7,6,260,80.6,0.1,1023.3
38,12695,Przemyśl,2021-11-18,10,5.5,4,99,88.7,0,1024.8
39,12540,Racibórz,2021-11-18,10,7.9,5,250,73.5,0.01,1027.4
40,12210,Resko,2021-11-18,10,7,5,230,85.8,0.1,1021.1
41,12580,Rzeszów,2021-11-18,10,6.6,7,260,85.1,0.01,1024.7
42,12585,Sandomierz,2021-11-18,10,6.9,4,270,78.8,0.01,1023.8
43,12385,Siedlce,2021-11-18,10,6,4,250,90.6,0.01,1020.9
44,12310,Słubice,2021-11-18,10,8.3,5,260,80.6,0.01,1024.5
45,12469,Sulejów,2021-11-18,10,6.1,5,250,90.0,0.2,1024
46,12195,Suwałki,2021-11-18,10,6,6,250,83.8,0.6,1016
47,12205,Szczecin,2021-11-18,10,7.7,5,240,85.8,0.01,1021.8
48,12215,Szczecinek,2021-11-18,10,6.9,5,260,96.6,0.4,1020
49,12510,Śnieżka,2021-11-18,10,-3.4,20,310,99.3,1,
50,12200,Świnoujście,2021-11-18,10,8.2,4,240,87.1,0.5,1020.8
51,12575,Tarnów,2021-11-18,10,7.3,2,290,75.0,0.01,1025.5
52,12399,Terespol,2021-11-18,10,6.8,4,260,86.9,0,1020.4
53,12250,Toruń,2021-11-18,10,7.5,4,250,80.0,0.01,1020.7
54,12115,Ustka,2021-11-18,10,8.9,10,260,89.0,4.9,1017.1
55,12375,Warszawa,2021-11-18,10,6.8,5,260,85.1,0.1,1021.5
56,12455,Wieluń,2021-11-18,10,6.9,5,280,83.9,0.2,1024.8
57,12497,Włodawa,2021-11-18,10,6.1,5,270,86.9,0.01,1021.5
58,12424,Wrocław,2021-11-18,10,8.3,7,290,77.8,0.2,1025.8
59,12625,Zakopane,2021-11-18,10,3.2,2,250,75.9,0.1,
60,12595,Zamość,2021-11-18,10,6.8,8,260,90.1,0,1022.9
61,12400,"""Zielona Góra""",2021-11-18,10,7.1,5,270,81.6,0.01,1025.1
