,id_stacji,stacja,data_pomiaru,godzina_pomiaru,temperatura,predkosc_wiatru,kierunek_wiatru,wilgotnosc_wzgledna,suma_opadu,cisnienie
0,12295,Białystok,2021-11-17,14,1.4,2,180,97.1,0,1020.8
1,12600,"""Bielsko Biała""",2021-11-17,14,6.2,4,210,75.9,0,1022.1
2,12235,Chojnice,2021-11-17,14,3.7,6,250,89.2,0.1,1017.1
3,12550,Częstochowa,2021-11-17,14,5.9,2,170,80.9,0,1021.1
4,12160,Elbląg,2021-11-17,14,3.2,4,180,95.8,0.1,1016.7
5,12155,Gdańsk,2021-11-17,14,4.4,5,190,95.2,0.01,1016.1
6,12300,Gorzów,2021-11-17,14,5,3,250,86.2,0.01,1018.4
7,12135,Hel,2021-11-17,14,6.1,5,200,90.0,0,1015.6
8,12500,"""Jelenia Góra""",2021-11-17,14,6.5,1,350,77.0,0,1020.1
9,12435,Kalisz,2021-11-17,14,5.8,3,210,88.1,0,1019.9
10,12650,"""Kasprowy Wierch""",2021-11-17,14,3.1,6,190,46.8,0,
11,12560,Katowice,2021-11-17,14,5,2,180,86.2,0,1021.8
12,12185,Kętrzyn,2021-11-17,14,3.8,6,200,93.1,0.01,1017.9
13,12570,Kielce,2021-11-17,14,2.2,3,150,97.9,0.01,1022.7
14,12520,Kłodzko,2021-11-17,14,5.2,3,230,79.6,0,1021.1
15,12345,Koło,2021-11-17,13,5.8,3,200,85.0,0,1019.1
16,12100,Kołobrzeg,2021-11-17,14,4.2,3,230,88.0,0.01,1015.8
17,12105,Koszalin,2021-11-17,14,4.4,4,210,83.7,0.01,1016.2
18,12488,Kozienice,2021-11-17,14,2.5,1,160,97.9,0,1021.7
19,12566,Kraków,2021-11-17,14,6.5,1,20,85.1,0,1022.1
20,12670,Krosno,2021-11-17,14,6.3,2,200,70.6,0,1022.6
21,12415,Legnica,2021-11-17,14,7.3,3,310,78.8,0,1020
22,12690,Lesko,2021-11-17,14,7.2,3,210,59.5,0,1022.5
23,12418,Leszno,2021-11-17,14,5.7,3,210,93.2,0,1019.9
24,12125,Lębork,2021-11-17,14,5.2,4,230,88.7,0,1015.3
25,12495,Lublin,2021-11-17,14,2.2,2,220,99.3,0,1022.5
26,12120,Łeba,2021-11-17,14,5.5,7,230,85.0,0.01,1015
27,12465,Łódź,2021-11-17,14,6.6,3,210,83.9,0,1019.9
28,12280,Mikołajki,2021-11-17,14,4,5,190,93.8,0.01,1018.5
29,12270,Mława,2021-11-17,14,4.9,2,190,93.2,0.01,1018.8
30,12660,"""Nowy Sącz""",2021-11-17,14,7.7,0,0,66.9,0.01,1021.9
31,12272,Olsztyn,2021-11-17,14,3.6,3,180,95.1,0.01,1018.1
32,12530,Opole,2021-11-17,14,7.6,3,170,74.5,0,1020.6
33,12285,Ostrołęka,2021-11-17,13,5.7,2,99,80.3,0,1019.4
34,12230,Piła,2021-11-17,14,4.7,4,260,83.7,0,1017.8
35,12001,Platforma,2021-11-17,14,6.1,13,220,73.7,0,1013.4
36,12360,Płock,2021-11-17,14,6.1,4,210,85.1,0,1018.9
37,12330,Poznań,2021-11-17,14,5.4,4,240,91.9,0,1019
38,12695,Przemyśl,2021-11-17,14,4.2,1,30,91.8,0,1023.1
39,12540,Racibórz,2021-11-17,14,6.3,5,200,82.1,0,1021.6
40,12210,Resko,2021-11-17,14,4.2,4,220,84.9,0,1016.5
41,12580,Rzeszów,2021-11-17,14,2,1,150,97.9,0,1023.3
42,12585,Sandomierz,2021-11-17,14,1.2,2,200,97.8,0.01,1023.1
43,12385,Siedlce,2021-11-17,14,1.8,2,160,99.3,0,1021.5
44,12310,Słubice,2021-11-17,14,5.6,4,230,76.9,0,1019
45,12469,Sulejów,2021-11-17,14,6.5,5,200,81.5,0.01,1020.4
46,12195,Suwałki,2021-11-17,14,1.9,3,170,97.2,0.01,1019
47,12205,Szczecin,2021-11-17,14,5,5,220,91.9,0.01,1017
48,12215,Szczecinek,2021-11-17,14,3.5,4,99,100.0,0,1017
49,12510,Śnieżka,2021-11-17,14,1.5,9,240,74.5,0.3,
50,12200,Świnoujście,2021-11-17,14,4.8,3,220,88.0,0,1015.6
51,12575,Tarnów,2021-11-17,14,4.3,0,0,93.1,0.01,1022.7
52,12399,Terespol,2021-11-17,14,0.4,2,180,97.8,0,1022.6
53,12250,Toruń,2021-11-17,14,5.5,3,200,91.9,0.01,1018.1
54,12115,Ustka,2021-11-17,14,5,5,220,84.9,0.01,1015.2
55,12375,Warszawa,2021-11-17,14,4.6,3,160,88.6,0,1020.1
56,12455,Wieluń,2021-11-17,14,6.7,1,220,82.7,0,1020.4
57,12497,Włodawa,2021-11-17,14,1.5,2,150,97.9,0,1022.5
58,12424,Wrocław,2021-11-17,14,7.5,5,240,74.0,0,1020.2
59,12625,Zakopane,2021-11-17,14,3.5,2,70,84.8,0,
60,12595,Zamość,2021-11-17,14,3.9,2,230,93.8,0,1022.7
61,12400,"""Zielona Góra""",2021-11-17,14,4.6,3,250,91.8,0.01,1019.7
