,date,temp,sensedTemp,cover,windDirection,windSpeed,maxWindSpeed,cloudy%,rain,humidity%,snow
0,2021-11-18 17:00:00,8.0,4.0,Pochmurno,WSW,18,24.0,100.0,0.0,82.0,
1,2021-11-18 18:00:00,8.0,3.0,Pochmurno,WSW,20,26.0,100.0,0.0,85.0,
2,2021-11-18 19:00:00,8.0,1.0,Przelotne opady,WSW,22,28.0,100.0,1.1,87.0,
3,2021-11-18 20:00:00,8.0,2.0,Pochmurno,WSW,24,30.0,100.0,0.0,89.0,
4,2021-11-18 21:00:00,8.0,2.0,Pochmurno,WSW,26,33.0,100.0,0.0,89.0,
5,2021-11-18 22:00:00,8.0,2.0,Pochmurno,WSW,26,35.0,100.0,0.0,87.0,
6,2021-11-18 23:00:00,8.0,3.0,Pochmurno,W,28,35.0,100.0,0.0,87.0,
7,2021-11-19 00:00:00,8.0,3.0,Pochmurno,W,28,35.0,100.0,0.0,91.0,
8,2021-11-19 01:00:00,8.0,3.0,Pochmurno,W,26,35.0,100.0,0.0,91.0,
9,2021-11-19 02:00:00,9.0,4.0,Pochmurno,WNW,26,35.0,100.0,0.0,90.0,
10,2021-11-19 03:00:00,9.0,4.0,Pochmurno,WNW,24,33.0,100.0,0.0,91.0,
11,2021-11-19 04:00:00,9.0,4.0,Pochmurno,WNW,24,32.0,100.0,0.0,92.0,
12,2021-11-19 05:00:00,9.0,5.0,Pochmurno,WNW,20,30.0,100.0,0.0,93.0,
13,2021-11-19 06:00:00,10.0,6.0,Pochmurno,WNW,18,28.0,100.0,0.0,93.0,
14,2021-11-19 07:00:00,9.0,5.0,Pochmurno,WNW,18,24.0,90.0,0.0,93.0,
15,2021-11-19 08:00:00,9.0,3.0,Przelotne opady,WNW,18,26.0,90.0,0.7,93.0,
16,2021-11-19 09:00:00,9.0,5.0,Pochmurno,WNW,20,28.0,90.0,0.0,93.0,
17,2021-11-19 10:00:00,10.0,6.0,Pochmurno,WNW,22,30.0,90.0,0.0,91.0,
18,2021-11-19 11:00:00,10.0,6.0,Pochmurno,W,26,33.0,90.0,0.0,91.0,
19,2021-11-19 12:00:00,10.0,5.0,Pochmurno,W,28,35.0,90.0,0.0,91.0,
20,2021-11-19 13:00:00,10.0,5.0,Pochmurno,W,30,37.0,90.0,0.0,91.0,
21,2021-11-19 14:00:00,11.0,4.0,Przelotne opady,W,32,41.0,90.0,0.5,88.0,
22,2021-11-19 15:00:00,10.0,4.0,Pochmurno,W,35,44.0,90.0,0.0,94.0,
23,2021-11-19 16:00:00,10.0,4.0,Pochmurno,W,37,46.0,90.0,0.0,95.0,
24,2021-11-19 17:00:00,10.0,3.0,Pochmurno,W,39,50.0,90.0,0.0,98.0,
25,2021-11-19 18:00:00,10.0,3.0,Pochmurno,W,43,52.0,90.0,0.0,96.0,
26,2021-11-19 19:00:00,10.0,4.0,Przejściowe zachmurzenie,W,43,52.0,70.0,0.0,95.0,
27,2021-11-19 20:00:00,10.0,3.0,Przejściowe zachmurzenie,W,41,52.0,70.0,0.0,94.0,
