,date,temp,sensedTemp,cover,windDirection,windSpeed,maxWindSpeed,cloudy%,rain,humidity%,snow
0,2021-11-18 16:00:00,7.0,4.0,Pochmurno,W,13,17.0,99.0,0.0,78.0,
1,2021-11-18 17:00:00,6.0,4.0,Pochmurno,W,13,15.0,96.0,0.0,82.0,
2,2021-11-18 18:00:00,6.0,3.0,Pochmurno,W,13,17.0,94.0,0.0,81.0,
3,2021-11-18 19:00:00,5.0,3.0,Pochmurno,W,13,17.0,100.0,0.0,83.0,
4,2021-11-18 20:00:00,6.0,4.0,Pochmurno,WSW,11,15.0,100.0,0.0,80.0,
5,2021-11-18 21:00:00,6.0,4.0,Pochmurno,SW,11,15.0,100.0,0.0,80.0,
6,2021-11-18 22:00:00,6.0,3.0,Przelotne opady,SW,11,15.0,100.0,0.5,79.0,
7,2021-11-18 23:00:00,6.0,4.0,Pochmurno,SW,11,15.0,100.0,0.0,80.0,
8,2021-11-19 00:00:00,6.0,3.0,Przelotne opady,WSW,11,15.0,100.0,0.5,81.0,
9,2021-11-19 01:00:00,6.0,4.0,Pochmurno,WSW,13,17.0,100.0,0.0,82.0,
10,2021-11-19 02:00:00,7.0,4.0,Pochmurno,WSW,13,17.0,100.0,0.0,83.0,
11,2021-11-19 03:00:00,7.0,4.0,Pochmurno,WSW,13,17.0,100.0,0.0,84.0,
12,2021-11-19 04:00:00,7.0,3.0,Przelotne opady,WSW,11,17.0,100.0,1.0,85.0,
13,2021-11-19 05:00:00,7.0,5.0,Pochmurno,WSW,11,15.0,100.0,0.0,86.0,
14,2021-11-19 06:00:00,8.0,5.0,Pochmurno,WSW,11,15.0,100.0,0.0,88.0,
15,2021-11-19 07:00:00,8.0,4.0,Przelotne opady,WSW,11,15.0,90.0,0.5,88.0,
16,2021-11-19 08:00:00,8.0,6.0,Pochmurno,WSW,11,15.0,90.0,0.0,89.0,
17,2021-11-19 09:00:00,8.0,6.0,Pochmurno,WSW,11,15.0,90.0,0.0,90.0,
18,2021-11-19 10:00:00,9.0,7.0,Pochmurno,WSW,11,15.0,90.0,0.0,90.0,
19,2021-11-19 11:00:00,9.0,7.0,Pochmurno,W,13,17.0,90.0,0.0,91.0,
20,2021-11-19 12:00:00,9.0,7.0,Pochmurno,W,15,18.0,90.0,0.0,92.0,
21,2021-11-19 13:00:00,9.0,6.0,Pochmurno,W,15,18.0,90.0,0.0,93.0,
22,2021-11-19 14:00:00,10.0,7.0,Pochmurno,W,15,18.0,90.0,0.0,90.0,
23,2021-11-19 15:00:00,9.0,6.0,Pochmurno,W,15,18.0,90.0,0.0,93.0,
24,2021-11-19 16:00:00,9.0,6.0,Pochmurno,W,13,18.0,90.0,0.0,93.0,
25,2021-11-19 17:00:00,9.0,6.0,Pochmurno,W,13,18.0,90.0,0.0,93.0,
26,2021-11-19 18:00:00,9.0,6.0,Pochmurno,W,13,17.0,90.0,0.0,92.0,
27,2021-11-19 19:00:00,8.0,6.0,Pochmurno,W,13,17.0,100.0,0.0,92.0,
28,2021-11-19 20:00:00,8.0,5.0,Pochmurno,W,15,18.0,100.0,0.0,91.0,
29,2021-11-19 21:00:00,8.0,4.0,Pochmurno,W,17,20.0,100.0,0.0,90.0,
30,2021-11-19 22:00:00,8.0,4.0,Pochmurno,W,17,22.0,100.0,0.0,90.0,
31,2021-11-19 23:00:00,8.0,4.0,Pochmurno,W,17,22.0,100.0,0.0,89.0,
32,2021-11-20 00:00:00,7.0,4.0,Pochmurno,W,17,22.0,100.0,0.0,88.0,
33,2021-11-20 01:00:00,7.0,4.0,Pochmurno,W,15,20.0,100.0,0.0,87.0,
34,2021-11-20 02:00:00,7.0,3.0,Pochmurno,W,15,20.0,100.0,0.0,88.0,
35,2021-11-20 03:00:00,7.0,5.0,Pochmurno,W,13,18.0,100.0,0.0,82.0,
36,2021-11-20 04:00:00,7.0,5.0,Pochmurno,W,11,17.0,100.0,0.0,79.0,
37,2021-11-20 05:00:00,7.0,5.0,Pochmurno,WSW,11,15.0,100.0,0.0,76.0,
38,2021-11-20 06:00:00,7.0,6.0,Pochmurno,WSW,9,15.0,100.0,0.0,76.0,
39,2021-11-20 07:00:00,7.0,6.0,Pochmurno,WSW,9,13.0,90.0,0.0,79.0,
40,2021-11-20 08:00:00,8.0,6.0,Pochmurno,WSW,9,13.0,90.0,0.0,82.0,
