,date,temp,sensedTemp,cover,windDirection,windSpeed,maxWindSpeed,cloudy%,rain,humidity%,snow
0,2021-11-21 07:00:00,8.0,4.0,Pochmurno,WSW,18,24.0,90.0,0.0,75.0,
1,2021-11-21 08:00:00,8.0,2.0,Przelotne opady,WSW,18,24.0,90.0,1.0,74.0,
2,2021-11-21 09:00:00,8.0,4.0,Pochmurno,WSW,18,24.0,90.0,0.0,74.0,
3,2021-11-21 10:00:00,8.0,4.0,Pochmurno,WSW,18,24.0,90.0,0.0,73.0,
4,2021-11-21 11:00:00,9.0,5.0,Pochmurno,WSW,18,24.0,90.0,0.0,75.0,
5,2021-11-21 12:00:00,10.0,4.0,Przelotne opady,WSW,18,26.0,90.0,1.0,72.0,
6,2021-11-21 13:00:00,9.0,6.0,Pochmurno,WSW,17,24.0,90.0,0.0,72.0,
7,2021-11-21 14:00:00,9.0,6.0,Pochmurno,WSW,17,22.0,90.0,0.0,71.0,
8,2021-11-21 15:00:00,9.0,6.0,Pochmurno,WSW,15,20.0,90.0,0.0,72.0,
9,2021-11-21 16:00:00,8.0,4.0,Przelotne opady,W,13,20.0,90.0,0.6,73.0,
10,2021-11-21 17:00:00,8.0,6.0,Pochmurno,W,11,17.0,90.0,0.0,75.0,
11,2021-11-21 18:00:00,8.0,5.0,Przelotne opady,W,9,15.0,90.0,0.6,76.0,
12,2021-11-21 19:00:00,8.0,4.0,Przelotne opady,WNW,9,13.0,100.0,2.5,77.0,
13,2021-11-21 20:00:00,7.0,6.0,Pochmurno,WNW,9,13.0,100.0,0.0,79.0,
14,2021-11-21 21:00:00,7.0,6.0,Pochmurno,WNW,9,11.0,100.0,0.0,80.0,
15,2021-11-21 22:00:00,6.0,5.0,Pochmurno,WNW,9,11.0,100.0,0.0,81.0,
16,2021-11-21 23:00:00,6.0,5.0,Pochmurno,NW,9,13.0,99.0,0.0,83.0,
17,2021-11-22 00:00:00,6.0,4.0,Pochmurno,N,9,13.0,99.0,0.0,86.0,
18,2021-11-22 01:00:00,5.0,2.0,Przelotne opady,N,9,13.0,99.0,0.5,88.0,
19,2021-11-22 02:00:00,5.0,4.0,Pochmurno,N,9,13.0,99.0,0.0,87.0,
20,2021-11-22 03:00:00,5.0,4.0,Pochmurno,N,7,11.0,99.0,0.0,86.0,
21,2021-11-22 04:00:00,5.0,4.0,Pochmurno,NNW,7,9.0,99.0,0.0,85.0,
22,2021-11-22 05:00:00,4.0,4.0,Pochmurno,N,7,9.0,99.0,0.0,84.0,
23,2021-11-22 06:00:00,4.0,4.0,Pochmurno,N,7,9.0,99.0,0.0,84.0,
24,2021-11-22 07:00:00,4.0,3.0,Przejściowe zachmurzenie,NNE,7,9.0,70.0,0.0,83.0,
25,2021-11-22 08:00:00,3.0,2.0,Przejściowe zachmurzenie,NNE,7,11.0,70.0,0.0,85.0,
26,2021-11-22 09:00:00,4.0,3.0,Przejściowe zachmurzenie,NNE,9,11.0,70.0,0.0,80.0,
27,2021-11-22 10:00:00,5.0,3.0,Przejściowe zachmurzenie,NNE,9,13.0,70.0,0.0,75.0,
28,2021-11-22 11:00:00,6.0,4.0,Przejściowe zachmurzenie,NNE,11,15.0,70.0,0.0,80.0,
29,2021-11-22 12:00:00,6.0,4.0,Przejściowe zachmurzenie,NE,13,18.0,70.0,0.0,70.0,
30,2021-11-22 13:00:00,6.0,3.0,Przejściowe zachmurzenie,NE,15,18.0,65.0,0.0,68.0,
31,2021-11-22 14:00:00,6.0,4.0,Przejściowe zachmurzenie,NE,13,18.0,58.0,0.0,69.0,
32,2021-11-22 15:00:00,5.0,3.0,Przejściowe zachmurzenie,NNE,11,17.0,51.0,0.0,71.0,
33,2021-11-22 16:00:00,4.0,2.0,Zachmurzenie umiarkowane,NNE,9,15.0,46.0,0.0,76.0,
